indx,T,PE,rU,nSi,nC,nacc_insSi,nacc_delSi,nacc_insC,nacc_delC,GammaO,Eslab,EbulkAgO,EbulkO,Phi,A
371,,-2448.1177,,129,133,1,0,5,0,0,0,0,0,0,5
372,,-2448.0382,,129,133,1,0,5,0,0,0,0,0,0,5
373,,-2448.1668,,129,133,1,0,5,0,0,0,0,0,0,5
374,,-2448.3134,,129,133,1,0,5,0,0,0,0,0,0,5
375,,-2448.5416,,129,133,1,0,5,0,0,0,0,0,0,5
376,,-2449.0204,,129,133,1,0,5,0,0,0,0,0,0,5
377,,-2449.2713,,129,133,1,0,5,0,0,0,0,0,0,5
378,,-2449.4783,,129,133,1,0,5,0,0,0,0,0,0,5
379,,-2449.6266,,129,133,1,0,5,0,0,0,0,0,0,5
380,,-2449.8259,,129,133,1,0,5,0,0,0,0,0,0,5
381,,-2449.827,,129,133,1,0,5,0,0,0,0,0,0,5
382,,-2449.7584,,129,133,1,0,5,0,0,0,0,0,0,5
383,,-2449.8024,,129,133,1,0,5,0,0,0,0,0,0,5
384,,-2449.3795,,129,133,1,0,5,0,0,0,0,0,0,5
385,,-2448.8639,,129,133,1,0,5,0,0,0,0,0,0,5
386,,-2448.5478,,129,133,1,0,5,0,0,0,0,0,0,5
387,,-2448.3832,,129,133,1,0,5,0,0,0,0,0,0,5
388,,-2448.6128,,129,133,1,0,5,0,0,0,0,0,0,5
389,,-2448.4198,,129,133,1,0,5,0,0,0,0,0,0,5
390,,-2448.8297,,129,133,1,0,5,0,0,0,0,0,0,5
391,,-2448.9933,,129,133,1,0,5,0,0,0,0,0,0,5
392,,-2449.1724,,129,133,1,0,5,0,0,0,0,0,0,5
393,,-2449.3043,,129,133,1,0,5,0,0,0,0,0,0,5
394,,-2449.572,,129,133,1,0,5,0,0,0,0,0,0,5
395,,-2449.6201,,129,133,1,0,5,0,0,0,0,0,0,5
396,,-2449.5181,,129,133,1,0,5,0,0,0,0,0,0,5
397,,-2449.6542,,129,133,1,0,5,0,0,0,0,0,0,5
398,,-2449.4439,,129,133,1,0,5,0,0,0,0,0,0,5
399,,-2449.2297,,129,133,1,0,5,0,0,0,0,0,0,5
400,,-2448.9642,,129,133,1,0,5,0,0,0,0,0,0,5
401,,-2448.6013,,129,133,1,0,5,0,0,0,0,0,0,5
402,,-2448.4119,,129,133,1,0,5,0,0,0,0,0,0,5
403,,-2448.2832,,129,133,1,0,5,0,0,0,0,0,0,5
404,,-2448.1143,,129,133,1,0,5,0,0,0,0,0,0,5
405,,-2447.986,,129,133,1,0,5,0,0,0,0,0,0,5
406,,-2447.9389,,129,133,1,0,5,0,0,0,0,0,0,5
407,,-2447.8983,,129,133,1,0,5,0,0,0,0,0,0,5
408,,-2447.8256,,129,133,1,0,5,0,0,0,0,0,0,5
409,,-2447.9753,,129,133,1,0,5,0,0,0,0,0,0,5
410,,-2448.1082,,129,133,1,0,5,0,0,0,0,0,0,5
411,,-2447.8515,,129,133,1,0,5,0,0,0,0,0,0,5
412,,-2447.7418,,129,133,1,0,5,0,0,0,0,0,0,5
413,,-2447.6171,,129,133,1,0,5,0,0,0,0,0,0,5
414,,-2447.8542,,129,133,1,0,5,0,0,0,0,0,0,5
415,,-2448.0696,,129,133,1,0,5,0,0,0,0,0,0,5
416,,-2448.2532,,129,133,1,0,5,0,0,0,0,0,0,5
417,,-2448.3638,,129,133,1,0,5,0,0,0,0,0,0,5
418,,-2448.5441,,129,133,1,0,5,0,0,0,0,0,0,5
419,,-2448.5595,,129,133,1,0,5,0,0,0,0,0,0,5
420,,-2448.6663,,129,133,1,0,5,0,0,0,0,0,0,5
421,,-2448.9179,,129,133,1,0,5,0,0,0,0,0,0,5
422,,-2449.2566,,129,133,1,0,5,0,0,0,0,0,0,5
423,,-2449.3067,,129,133,1,0,5,0,0,0,0,0,0,5
424,,-2449.23,,129,133,1,0,5,0,0,0,0,0,0,5
425,,-2449.0865,,129,133,1,0,5,0,0,0,0,0,0,5
426,,-2448.9488,,129,133,1,0,5,0,0,0,0,0,0,5
427,,-2448.7227,,129,133,1,0,5,0,0,0,0,0,0,5
428,,-2448.8871,,129,133,1,0,5,0,0,0,0,0,0,5
429,,-2448.9948,,129,133,1,0,5,0,0,0,0,0,0,5
430,,-2449.0667,,129,133,1,0,5,0,0,0,0,0,0,5
431,,-2449.0804,,129,133,1,0,5,0,0,0,0,0,0,5
432,,-2448.9201,,129,133,1,0,5,0,0,0,0,0,0,5
433,,-2448.8386,,129,133,1,0,5,0,0,0,0,0,0,5
434,,-2448.7799,,129,133,1,0,5,0,0,0,0,0,0,5
435,,-2448.7793,,129,133,1,0,5,0,0,0,0,0,0,5
436,,-2448.8159,,129,133,1,0,5,0,0,0,0,0,0,5
437,,-2448.7071,,129,133,1,0,5,0,0,0,0,0,0,5
438,,-2448.6014,,129,133,1,0,5,0,0,0,0,0,0,5
439,,-2448.8766,,129,133,1,0,5,0,0,0,0,0,0,5
440,,-2449.2073,,129,133,1,0,5,0,0,0,0,0,0,5
441,,-2449.5413,,129,133,1,0,5,0,0,0,0,0,0,5
442,,-2449.5325,,129,133,1,0,5,0,0,0,0,0,0,5
443,,-2449.5626,,129,133,1,0,5,0,0,0,0,0,0,5
444,,-2449.512,,129,133,1,0,5,0,0,0,0,0,0,5
445,,-2449.4633,,129,133,1,0,5,0,0,0,0,0,0,5
446,,-2449.251,,129,133,1,0,5,0,0,0,0,0,0,5
447,,-2449.1296,,129,133,1,0,5,0,0,0,0,0,0,5
448,,-2448.8676,,129,133,1,0,5,0,0,0,0,0,0,5
449,,-2448.8303,,129,133,1,0,5,0,0,0,0,0,0,5
450,,-2454.2545,,130,133,2,0,5,0,0,0,0,0,0,5
451,,-2454.1823,,130,133,2,0,5,0,0,0,0,0,0,5
452,,-2454.3729,,130,133,2,0,5,0,0,0,0,0,0,5
453,,-2454.6712,,130,133,2,0,5,0,0,0,0,0,0,5
454,,-2455.3238,,130,133,2,0,5,0,0,0,0,0,0,5
455,,-2455.4321,,130,133,2,0,5,0,0,0,0,0,0,5
456,,-2455.5611,,130,133,2,0,5,0,0,0,0,0,0,5
457,,-2455.5719,,130,133,2,0,5,0,0,0,0,0,0,5
458,,-2455.5988,,130,133,2,0,5,0,0,0,0,0,0,5
459,,-2455.5335,,130,133,2,0,5,0,0,0,0,0,0,5
460,,-2455.4825,,130,133,2,0,5,0,0,0,0,0,0,5
461,,-2455.2471,,130,133,2,0,5,0,0,0,0,0,0,5
462,,-2454.8654,,130,133,2,0,5,0,0,0,0,0,0,5
463,,-2454.6997,,130,133,2,0,5,0,0,0,0,0,0,5
464,,-2454.465,,130,133,2,0,5,0,0,0,0,0,0,5
465,,-2454.2109,,130,133,2,0,5,0,0,0,0,0,0,5
466,,-2454.2467,,130,133,2,0,5,0,0,0,0,0,0,5
467,,-2454.4241,,130,133,2,0,5,0,0,0,0,0,0,5
468,,-2454.7359,,130,133,2,0,5,0,0,0,0,0,0,5
469,,-2455.1863,,130,133,2,0,5,0,0,0,0,0,0,5
470,,-2455.5353,,130,133,2,0,5,0,0,0,0,0,0,5
471,,-2455.5901,,130,133,2,0,5,0,0,0,0,0,0,5
472,,-2455.5033,,130,133,2,0,5,0,0,0,0,0,0,5
473,,-2455.3214,,130,133,2,0,5,0,0,0,0,0,0,5
474,,-2455.0938,,130,133,2,0,5,0,0,0,0,0,0,5
475,,-2454.8566,,130,133,2,0,5,0,0,0,0,0,0,5
476,,-2454.6268,,130,133,2,0,5,0,0,0,0,0,0,5
477,,-2454.3282,,130,133,2,0,5,0,0,0,0,0,0,5
478,,-2454.1078,,130,133,2,0,5,0,0,0,0,0,0,5
479,,-2453.9556,,130,133,2,0,5,0,0,0,0,0,0,5
480,,-2453.8087,,130,133,2,0,5,0,0,0,0,0,0,5
481,,-2453.7105,,130,133,2,0,5,0,0,0,0,0,0,5
482,,-2453.7194,,130,133,2,0,5,0,0,0,0,0,0,5
483,,-2453.7887,,130,133,2,0,5,0,0,0,0,0,0,5
484,,-2454.1235,,130,133,2,0,5,0,0,0,0,0,0,5
485,,-2454.4713,,130,133,2,0,5,0,0,0,0,0,0,5
486,,-2454.7232,,130,133,2,0,5,0,0,0,0,0,0,5
487,,-2454.8134,,130,133,2,0,5,0,0,0,0,0,0,5
488,,-2454.6493,,130,133,2,0,5,0,0,0,0,0,0,5
489,,-2454.5103,,130,133,2,0,5,0,0,0,0,0,0,5
490,,-2454.3461,,130,133,2,0,5,0,0,0,0,0,0,5
491,,-2454.25,,130,133,2,0,5,0,0,0,0,0,0,5
492,,-2453.8844,,130,133,2,0,5,0,0,0,0,0,0,5
493,,-2454.1508,,130,133,2,0,5,0,0,0,0,0,0,5
494,,-2454.2396,,130,133,2,0,5,0,0,0,0,0,0,5
495,,-2454.3296,,130,133,2,0,5,0,0,0,0,0,0,5
496,,-2454.3084,,130,133,2,0,5,0,0,0,0,0,0,5
497,,-2454.2741,,130,133,2,0,5,0,0,0,0,0,0,5
498,,-2454.1614,,130,133,2,0,5,0,0,0,0,0,0,5
499,,-2454.3615,,130,133,2,0,5,0,0,0,0,0,0,5
500,,-2454.4082,,130,133,2,0,5,0,0,0,0,0,0,5
501,,-2454.6046,,130,133,2,0,5,0,0,0,0,0,0,5
502,,-2454.7893,,130,133,2,0,5,0,0,0,0,0,0,5
503,,-2454.6871,,130,133,2,0,5,0,0,0,0,0,0,5
504,,-2454.8218,,130,133,2,0,5,0,0,0,0,0,0,5
505,,-2455.0117,,130,133,2,0,5,0,0,0,0,0,0,5
506,,-2455.0612,,130,133,2,0,5,0,0,0,0,0,0,5
507,,-2455.0862,,130,133,2,0,5,0,0,0,0,0,0,5
508,,-2455.1667,,130,133,2,0,5,0,0,0,0,0,0,5
509,,-2455.2569,,130,133,2,0,5,0,0,0,0,0,0,5
510,,-2455.201,,130,133,2,0,5,0,0,0,0,0,0,5
511,,-2455.2949,,130,133,2,0,5,0,0,0,0,0,0,5
512,,-2455.4449,,130,133,2,0,5,0,0,0,0,0,0,5
513,,-2455.4618,,130,133,2,0,5,0,0,0,0,0,0,5
514,,-2455.6589,,130,133,2,0,5,0,0,0,0,0,0,5
515,,-2455.4763,,130,133,2,0,5,0,0,0,0,0,0,5
516,,-2455.5391,,130,133,2,0,5,0,0,0,0,0,0,5
517,,-2455.6804,,130,133,2,0,5,0,0,0,0,0,0,5
518,,-2455.9468,,130,133,2,0,5,0,0,0,0,0,0,5
519,,-2456.1975,,130,133,2,0,5,0,0,0,0,0,0,5
520,,-2456.2013,,130,133,2,0,5,0,0,0,0,0,0,5
521,,-2456.3002,,130,133,2,0,5,0,0,0,0,0,0,5
522,,-2456.2622,,130,133,2,0,5,0,0,0,0,0,0,5
523,,-2456.3253,,130,133,2,0,5,0,0,0,0,0,0,5
524,,-2456.1894,,130,133,2,0,5,0,0,0,0,0,0,5
525,,-2456.0783,,130,133,2,0,5,0,0,0,0,0,0,5
526,,-2456.0763,,130,133,2,0,5,0,0,0,0,0,0,5
527,,-2455.9946,,130,133,2,0,5,0,0,0,0,0,0,5
528,,-2455.9902,,130,133,2,0,5,0,0,0,0,0,0,5
529,,-2455.9558,,130,133,2,0,5,0,0,0,0,0,0,5
530,,-2455.9385,,130,133,2,0,5,0,0,0,0,0,0,5
531,,-2456.0282,,130,133,2,0,5,0,0,0,0,0,0,5
532,,-2462.7645,,130,134,2,0,6,0,0,0,0,0,0,5
533,,-2462.7404,,130,134,2,0,6,0,0,0,0,0,0,5
534,,-2462.9245,,130,134,2,0,6,0,0,0,0,0,0,5
535,,-2463.1227,,130,134,2,0,6,0,0,0,0,0,0,5
536,,-2463.4985,,130,134,2,0,6,0,0,0,0,0,0,5
537,,-2463.8916,,130,134,2,0,6,0,0,0,0,0,0,5
538,,-2464.3137,,130,134,2,0,6,0,0,0,0,0,0,5
539,,-2464.5602,,130,134,2,0,6,0,0,0,0,0,0,5
540,,-2464.5898,,130,134,2,0,6,0,0,0,0,0,0,5
541,,-2464.5059,,130,134,2,0,6,0,0,0,0,0,0,5
542,,-2464.3481,,130,134,2,0,6,0,0,0,0,0,0,5
543,,-2464.0487,,130,134,2,0,6,0,0,0,0,0,0,5
544,,-2463.7784,,130,134,2,0,6,0,0,0,0,0,0,5
545,,-2463.5818,,130,134,2,0,6,0,0,0,0,0,0,5
546,,-2463.3901,,130,134,2,0,6,0,0,0,0,0,0,5
547,,-2463.2182,,130,134,2,0,6,0,0,0,0,0,0,5
548,,-2463.3982,,130,134,2,0,6,0,0,0,0,0,0,5
549,,-2463.497,,130,134,2,0,6,0,0,0,0,0,0,5
550,,-2463.8415,,130,134,2,0,6,0,0,0,0,0,0,5
551,,-2464.0141,,130,134,2,0,6,0,0,0,0,0,0,5
552,,-2464.1601,,130,134,2,0,6,0,0,0,0,0,0,5
553,,-2464.1132,,130,134,2,0,6,0,0,0,0,0,0,5
554,,-2464.2621,,130,134,2,0,6,0,0,0,0,0,0,5
555,,-2464.3768,,130,134,2,0,6,0,0,0,0,0,0,5
556,,-2464.4339,,130,134,2,0,6,0,0,0,0,0,0,5
557,,-2464.4035,,130,134,2,0,6,0,0,0,0,0,0,5
558,,-2464.7088,,130,134,2,0,6,0,0,0,0,0,0,5
559,,-2464.58,,130,134,2,0,6,0,0,0,0,0,0,5
560,,-2464.6478,,130,134,2,0,6,0,0,0,0,0,0,5
561,,-2464.6274,,130,134,2,0,6,0,0,0,0,0,0,5
562,,-2464.5837,,130,134,2,0,6,0,0,0,0,0,0,5
563,,-2464.4503,,130,134,2,0,6,0,0,0,0,0,0,5
564,,-2464.3828,,130,134,2,0,6,0,0,0,0,0,0,5
565,,-2464.2459,,130,134,2,0,6,0,0,0,0,0,0,5
566,,-2464.0873,,130,134,2,0,6,0,0,0,0,0,0,5
567,,-2463.8932,,130,134,2,0,6,0,0,0,0,0,0,5
568,,-2463.7278,,130,134,2,0,6,0,0,0,0,0,0,5
569,,-2463.6751,,130,134,2,0,6,0,0,0,0,0,0,5
570,,-2463.4964,,130,134,2,0,6,0,0,0,0,0,0,5
571,,-2463.4537,,130,134,2,0,6,0,0,0,0,0,0,5
572,,-2463.6696,,130,134,2,0,6,0,0,0,0,0,0,5
573,,-2463.7467,,130,134,2,0,6,0,0,0,0,0,0,5
574,,-2463.7665,,130,134,2,0,6,0,0,0,0,0,0,5
575,,-2463.731,,130,134,2,0,6,0,0,0,0,0,0,5
576,,-2463.6622,,130,134,2,0,6,0,0,0,0,0,0,5
577,,-2463.3217,,130,134,2,0,6,0,0,0,0,0,0,5
578,,-2463.1432,,130,134,2,0,6,0,0,0,0,0,0,5
579,,-2462.9452,,130,134,2,0,6,0,0,0,0,0,0,5
580,,-2462.5245,,130,134,2,0,6,0,0,0,0,0,0,5
581,,-2462.1062,,130,134,2,0,6,0,0,0,0,0,0,5
582,,-2461.833,,130,134,2,0,6,0,0,0,0,0,0,5
583,,-2461.6481,,130,134,2,0,6,0,0,0,0,0,0,5
584,,-2461.6869,,130,134,2,0,6,0,0,0,0,0,0,5
585,,-2461.5223,,130,134,2,0,6,0,0,0,0,0,0,5
586,,-2461.32,,130,134,2,0,6,0,0,0,0,0,0,5
587,,-2461.3227,,130,134,2,0,6,0,0,0,0,0,0,5
588,,-2461.5941,,130,134,2,0,6,0,0,0,0,0,0,5
589,,-2461.6737,,130,134,2,0,6,0,0,0,0,0,0,5
590,,-2461.881,,130,134,2,0,6,0,0,0,0,0,0,5
591,,-2462.1246,,130,134,2,0,6,0,0,0,0,0,0,5
592,,-2462.2382,,130,134,2,0,6,0,0,0,0,0,0,5
593,,-2462.6487,,130,134,2,0,6,0,0,0,0,0,0,5
594,,-2463.0258,,130,134,2,0,6,0,0,0,0,0,0,5
595,,-2463.5408,,130,134,2,0,6,0,0,0,0,0,0,5
596,,-2463.7512,,130,134,2,0,6,0,0,0,0,0,0,5
597,,-2463.743,,130,134,2,0,6,0,0,0,0,0,0,5
598,,-2463.3091,,130,134,2,0,6,0,0,0,0,0,0,5
599,,-2463.1311,,130,134,2,0,6,0,0,0,0,0,0,5
600,,-2462.8593,,130,134,2,0,6,0,0,0,0,0,0,5
601,,-2462.6046,,130,134,2,0,6,0,0,0,0,0,0,5
602,,-2462.3667,,130,134,2,0,6,0,0,0,0,0,0,5
603,,-2462.0699,,130,134,2,0,6,0,0,0,0,0,0,5
604,,-2462.0106,,130,134,2,0,6,0,0,0,0,0,0,5
605,,-2461.9038,,130,134,2,0,6,0,0,0,0,0,0,5
606,,-2461.6069,,130,134,2,0,6,0,0,0,0,0,0,5
607,,-2461.7139,,130,134,2,0,6,0,0,0,0,0,0,5
608,,-2461.9516,,130,134,2,0,6,0,0,0,0,0,0,5
609,,-2462.1212,,130,134,2,0,6,0,0,0,0,0,0,5
610,,-2462.2301,,130,134,2,0,6,0,0,0,0,0,0,5
611,,-2462.5092,,130,134,2,0,6,0,0,0,0,0,0,5
612,,-2462.6335,,130,134,2,0,6,0,0,0,0,0,0,5
613,,-2462.9928,,130,134,2,0,6,0,0,0,0,0,0,5
614,,-2463.2778,,130,134,2,0,6,0,0,0,0,0,0,5
615,,-2463.4363,,130,134,2,0,6,0,0,0,0,0,0,5
616,,-2463.6652,,130,134,2,0,6,0,0,0,0,0,0,5
617,,-2463.6805,,130,134,2,0,6,0,0,0,0,0,0,5
618,,-2463.7812,,130,134,2,0,6,0,0,0,0,0,0,5
619,,-2463.7867,,130,134,2,0,6,0,0,0,0,0,0,5
620,,-2463.6739,,130,134,2,0,6,0,0,0,0,0,0,5
621,,-2463.5599,,130,134,2,0,6,0,0,0,0,0,0,5
622,,-2463.4054,,130,134,2,0,6,0,0,0,0,0,0,5
623,,-2463.3038,,130,134,2,0,6,0,0,0,0,0,0,5
624,,-2463.2974,,130,134,2,0,6,0,0,0,0,0,0,5
625,,-2463.086,,130,134,2,0,6,0,0,0,0,0,0,5
626,,-2463.045,,130,134,2,0,6,0,0,0,0,0,0,5
627,,-2462.9241,,130,134,2,0,6,0,0,0,0,0,0,5
628,,-2463.0631,,130,134,2,0,6,0,0,0,0,0,0,5
629,,-2463.0739,,130,134,2,0,6,0,0,0,0,0,0,5
630,,-2463.0507,,130,134,2,0,6,0,0,0,0,0,0,5
631,,-2463.0862,,130,134,2,0,6,0,0,0,0,0,0,5
632,,-2463.1607,,130,134,2,0,6,0,0,0,0,0,0,5
633,,-2463.2016,,130,134,2,0,6,0,0,0,0,0,0,5
634,,-2463.3168,,130,134,2,0,6,0,0,0,0,0,0,5
635,,-2463.4885,,130,134,2,0,6,0,0,0,0,0,0,5
636,,-2463.5539,,130,134,2,0,6,0,0,0,0,0,0,5
637,,-2463.6573,,130,134,2,0,6,0,0,0,0,0,0,5
638,,-2463.6583,,130,134,2,0,6,0,0,0,0,0,0,5
639,,-2463.7316,,130,134,2,0,6,0,0,0,0,0,0,5
640,,-2463.977,,130,134,2,0,6,0,0,0,0,0,0,5
641,,-2463.9157,,130,134,2,0,6,0,0,0,0,0,0,5
642,,-2463.7564,,130,134,2,0,6,0,0,0,0,0,0,5
643,,-2463.5549,,130,134,2,0,6,0,0,0,0,0,0,5
644,,-2463.2506,,130,134,2,0,6,0,0,0,0,0,0,5
645,,-2462.9646,,130,134,2,0,6,0,0,0,0,0,0,5
646,,-2462.6824,,130,134,2,0,6,0,0,0,0,0,0,5
647,,-2462.8053,,130,134,2,0,6,0,0,0,0,0,0,5
648,,-2462.5413,,130,134,2,0,6,0,0,0,0,0,0,5
649,,-2462.6884,,130,134,2,0,6,0,0,0,0,0,0,5
650,,-2462.5845,,130,134,2,0,6,0,0,0,0,0,0,5
651,,-2462.4746,,130,134,2,0,6,0,0,0,0,0,0,5
652,,-2462.6295,,130,134,2,0,6,0,0,0,0,0,0,5
653,,-2462.8658,,130,134,2,0,6,0,0,0,0,0,0,5
654,,-2462.9266,,130,134,2,0,6,0,0,0,0,0,0,5
655,,-2462.9529,,130,134,2,0,6,0,0,0,0,0,0,5
656,,-2462.9075,,130,134,2,0,6,0,0,0,0,0,0,5
657,,-2462.8264,,130,134,2,0,6,0,0,0,0,0,0,5
658,,-2462.6379,,130,134,2,0,6,0,0,0,0,0,0,5
659,,-2462.3754,,130,134,2,0,6,0,0,0,0,0,0,5
660,,-2462.0959,,130,134,2,0,6,0,0,0,0,0,0,5
661,,-2461.9601,,130,134,2,0,6,0,0,0,0,0,0,5
662,,-2462.044,,130,134,2,0,6,0,0,0,0,0,0,5
663,,-2462.1359,,130,134,2,0,6,0,0,0,0,0,0,5
664,,-2462.3244,,130,134,2,0,6,0,0,0,0,0,0,5
665,,-2462.2142,,130,134,2,0,6,0,0,0,0,0,0,5
666,,-2462.1767,,130,134,2,0,6,0,0,0,0,0,0,5
667,,-2462.2535,,130,134,2,0,6,0,0,0,0,0,0,5
668,,-2462.3217,,130,134,2,0,6,0,0,0,0,0,0,5
669,,-2462.2761,,130,134,2,0,6,0,0,0,0,0,0,5
670,,-2462.5573,,130,134,2,0,6,0,0,0,0,0,0,5
671,,-2462.5936,,130,134,2,0,6,0,0,0,0,0,0,5
672,,-2462.6921,,130,134,2,0,6,0,0,0,0,0,0,5
673,,-2462.7489,,130,134,2,0,6,0,0,0,0,0,0,5
674,,-2462.8535,,130,134,2,0,6,0,0,0,0,0,0,5
675,,-2462.8221,,130,134,2,0,6,0,0,0,0,0,0,5
676,,-2462.7267,,130,134,2,0,6,0,0,0,0,0,0,5
677,,-2463.0568,,130,134,2,0,6,0,0,0,0,0,0,5
678,,-2463.2624,,130,134,2,0,6,0,0,0,0,0,0,5
679,,-2463.5146,,130,134,2,0,6,0,0,0,0,0,0,5
680,,-2463.733,,130,134,2,0,6,0,0,0,0,0,0,5
681,,-2463.8895,,130,134,2,0,6,0,0,0,0,0,0,5
682,,-2464.2091,,130,134,2,0,6,0,0,0,0,0,0,5
683,,-2464.2644,,130,134,2,0,6,0,0,0,0,0,0,5
684,,-2464.2884,,130,134,2,0,6,0,0,0,0,0,0,5
685,,-2464.0838,,130,134,2,0,6,0,0,0,0,0,0,5
686,,-2464.0199,,130,134,2,0,6,0,0,0,0,0,0,5
687,,-2464.1178,,130,134,2,0,6,0,0,0,0,0,0,5
688,,-2464.0273,,130,134,2,0,6,0,0,0,0,0,0,5
689,,-2463.8669,,130,134,2,0,6,0,0,0,0,0,0,5
690,,-2463.9003,,130,134,2,0,6,0,0,0,0,0,0,5
691,,-2463.95,,130,134,2,0,6,0,0,0,0,0,0,5
692,,-2464.0797,,130,134,2,0,6,0,0,0,0,0,0,5
693,,-2464.1213,,130,134,2,0,6,0,0,0,0,0,0,5
694,,-2464.2294,,130,134,2,0,6,0,0,0,0,0,0,5
695,,-2464.2532,,130,134,2,0,6,0,0,0,0,0,0,5
696,,-2464.2383,,130,134,2,0,6,0,0,0,0,0,0,5
697,,-2464.2437,,130,134,2,0,6,0,0,0,0,0,0,5
698,,-2464.4134,,130,134,2,0,6,0,0,0,0,0,0,5
699,,-2464.6539,,130,134,2,0,6,0,0,0,0,0,0,5
700,,-2464.6491,,130,134,2,0,6,0,0,0,0,0,0,5
701,,-2464.7638,,130,134,2,0,6,0,0,0,0,0,0,5
702,,-2464.9028,,130,134,2,0,6,0,0,0,0,0,0,5
703,,-2464.9351,,130,134,2,0,6,0,0,0,0,0,0,5
704,,-2464.82,,130,134,2,0,6,0,0,0,0,0,0,5
705,,-2464.801,,130,134,2,0,6,0,0,0,0,0,0,5
706,,-2464.5867,,130,134,2,0,6,0,0,0,0,0,0,5
707,,-2464.4057,,130,134,2,0,6,0,0,0,0,0,0,5
708,,-2464.2824,,130,134,2,0,6,0,0,0,0,0,0,5
709,,-2464.0999,,130,134,2,0,6,0,0,0,0,0,0,5
710,,-2463.9241,,130,134,2,0,6,0,0,0,0,0,0,5
711,,-2463.8794,,130,134,2,0,6,0,0,0,0,0,0,5
712,,-2463.5209,,130,134,2,0,6,0,0,0,0,0,0,5
713,,-2463.2991,,130,134,2,0,6,0,0,0,0,0,0,5
714,,-2463.1072,,130,134,2,0,6,0,0,0,0,0,0,5
715,,-2463.0699,,130,134,2,0,6,0,0,0,0,0,0,5
716,,-2463.1295,,130,134,2,0,6,0,0,0,0,0,0,5
717,,-2463.1209,,130,134,2,0,6,0,0,0,0,0,0,5
718,,-2462.6807,,130,134,2,0,6,0,0,0,0,0,0,5
719,,-2462.5636,,130,134,2,0,6,0,0,0,0,0,0,5
720,,-2462.4559,,130,134,2,0,6,0,0,0,0,0,0,5
721,,-2462.2782,,130,134,2,0,6,0,0,0,0,0,0,5
722,,-2462.1419,,130,134,2,0,6,0,0,0,0,0,0,5
723,,-2461.8131,,130,134,2,0,6,0,0,0,0,0,0,5
724,,-2461.5129,,130,134,2,0,6,0,0,0,0,0,0,5
725,,-2461.563,,130,134,2,0,6,0,0,0,0,0,0,5
726,,-2461.4214,,130,134,2,0,6,0,0,0,0,0,0,5
727,,-2467.9444,,130,135,2,0,7,0,0,0,0,0,0,5
728,,-2468.1053,,130,135,2,0,7,0,0,0,0,0,0,5
729,,-2468.6955,,130,135,2,0,7,0,0,0,0,0,0,5
730,,-2469.5484,,130,135,2,0,7,0,0,0,0,0,0,5
731,,-2469.9103,,130,135,2,0,7,0,0,0,0,0,0,5
732,,-2470.3204,,130,135,2,0,7,0,0,0,0,0,0,5
733,,-2470.4245,,130,135,2,0,7,0,0,0,0,0,0,5
734,,-2470.3805,,130,135,2,0,7,0,0,0,0,0,0,5
735,,-2470.4427,,130,135,2,0,7,0,0,0,0,0,0,5
736,,-2470.3124,,130,135,2,0,7,0,0,0,0,0,0,5
737,,-2470.4689,,130,135,2,0,7,0,0,0,0,0,0,5
738,,-2470.4691,,130,135,2,0,7,0,0,0,0,0,0,5
739,,-2470.6215,,130,135,2,0,7,0,0,0,0,0,0,5
740,,-2470.499,,130,135,2,0,7,0,0,0,0,0,0,5
